movie_title,actor_id,actor_name
Clueless,33654,Breckin Meyer
Clueless,6486,Dan Hedaya
Clueless,12900,Wallace Shawn
Far from Heaven,1231,Julianne Moore
Far from Heaven,6065,Dennis Quaid
Far from Heaven,1276,Patricia Clarkson
Far from Heaven,19492,Viola Davis
Far from Heaven,8986,James Rebhorn
Far from Heaven,1989,Celia Weston
Hot Tub Time Machine 2,52997,Rob Corddry
Hot Tub Time Machine 2,36801,Adam Scott
Hot Tub Time Machine 2,2224,Christian Slater
Quills,118,Geoffrey Rush
Quills,204,Kate Winslet
Quills,73421,Joaquin Phoenix
Quills,3895,Michael Caine
Seven Psychopaths,72466,Colin Farrell
Seven Psychopaths,6807,Sam Rockwell
Seven Psychopaths,57755,Woody Harrelson
Seven Psychopaths,4690,Christopher Walken
Seven Psychopaths,5048,Harry Dean Stanton
The Caveman's Valentine,2231,Samuel L. Jackson
The Caveman's Valentine,10132,Colm Feore
Under the Skin,1245,Scarlett Johansson
"Good Morning, Vietnam",2157,Robin Williams
"Good Morning, Vietnam",2178,Forest Whitaker
The Last Godfather,1037,Harvey Keitel
Black Swan,524,Natalie Portman
Black Swan,1920,Winona Ryder
The Godfather: Part II,1158,Al Pacino
The Godfather: Part II,3087,Robert Duvall
The Godfather: Part II,3092,Diane Keaton
The Godfather: Part II,380,Robert De Niro
Save the Last Dance,12041,Julia Stiles
Save the Last Dance,11703,Kerry Washington
Miracles from Heaven,9278,Jennifer Garner
Miracles from Heaven,15758,Queen Latifah
Miracles from Heaven,3911,John Carroll Lynch
"Dude, Where’s My Car?",18976,Ashton Kutcher
"Dude, Where’s My Car?",57599,Seann William Scott
"Dude, Where’s My Car?",9278,Jennifer Garner
Young Guns,2628,Kiefer Sutherland
Young Guns,6952,Charlie Sheen
Young Guns,20212,Dermot Mulroney
Young Guns,28641,Terence Stamp
Young Guns,500,Tom Cruise
St. Vincent,1532,Bill Murray
St. Vincent,55536,Melissa McCarthy
St. Vincent,3489,Naomi Watts
St. Vincent,18288,Terrence Howard
About Last Night,55638,Kevin Hart
About Last Night,4443,Christopher McDonald
10 Things I Hate About You,12041,Julia Stiles
10 Things I Hate About You,24045,Joseph Gordon-Levitt
10 Things I Hate About You,38582,David Krumholtz
10 Things I Hate About You,17773,Gabrielle Union
10 Things I Hate About You,1211,Larry Miller
10 Things I Hate About You,19,Allison Janney
The New Guy,11664,Zooey Deschanel
The New Guy,22132,M.C. Gainey
National Lampoon's Loaded Weapon 1,2231,Samuel L. Jackson
National Lampoon's Loaded Weapon 1,16165,Jon Lovitz
National Lampoon's Loaded Weapon 1,2395,Whoopi Goldberg
National Lampoon's Loaded Weapon 1,1748,William Shatner
National Lampoon's Loaded Weapon 1,6952,Charlie Sheen
National Lampoon's Loaded Weapon 1,62,Bruce Willis
National Lampoon's Loaded Weapon 1,7401,Lin Shaye
The Butterfly Effect,18976,Ashton Kutcher
This Christmas,18792,Delroy Lindo
This Christmas,17605,Idris Elba
This Christmas,9788,Regina King
Baby Geniuses,1062,Christopher Lloyd
The Big Hit,13240,Mark Wahlberg
The Big Hit,18979,Christina Applegate
Child's Play 2,5151,Beth Grant
No Good Deed,17605,Idris Elba
The Mist,11155,Thomas Jane
The Mist,4726,Marcia Gay Harden
The Mist,13014,Toby Jones
The Mist,6573,William Sadler
Ex Machina,25072,Oscar Isaac
Being John Malkovich,3036,John Cusack
Being John Malkovich,6941,Cameron Diaz
Being John Malkovich,2229,Catherine Keener
Being John Malkovich,6952,Charlie Sheen
Being John Malkovich,6949,John Malkovich
Being John Malkovich,2228,Sean Penn
Being John Malkovich,287,Brad Pitt
Being John Malkovich,4483,Dustin Hoffman
Being John Malkovich,1920,Winona Ryder
Being John Malkovich,6944,Octavia Spencer
Two Can Play That Game,2535,Vivica A. Fox
Two Can Play That Game,9779,Morris Chestnut
Two Can Play That Game,18471,Anthony Anderson
Two Can Play That Game,17773,Gabrielle Union
Two Can Play That Game,38582,David Krumholtz
Crazy/Beautiful,205,Kirsten Dunst
The Astronaut Farmer,879,Billy Bob Thornton
The Astronaut Farmer,1462,Tim Blake Nelson
The Astronaut Farmer,18999,J.K. Simmons
Woo,9575,Jada Pinkett Smith
Room,3905,William H. Macy
Dirty Work,4443,Christopher McDonald
Serial Mom,26457,Matthew Lillard
Dick,205,Kirsten Dunst
Dick,23659,Will Ferrell
Dick,6486,Dan Hedaya
Dick,10859,Ryan Reynolds
Light It Up,2178,Forest Whitaker
Light It Up,5916,Rosario Dawson
Light It Up,5365,Clifton Collins Jr
54,11864,Ryan Phillippe
54,3136,Salma Hayek
54,33654,Breckin Meyer
54,103,Mark Ruffalo
Bubble Boy,131,Jake Gyllenhaal
Bubble Boy,11160,Danny Trejo
Bubble Boy,3911,John Carroll Lynch
Bubble Boy,58225,Zach Galifianakis
Birthday Girl,2227,Nicole Kidman
"Paris, je t'aime",884,Steve Buscemi
"Paris, je t'aime",524,Natalie Portman
"Paris, je t'aime",5293,Willem Dafoe
"Paris, je t'aime",1579,Maggie Gyllenhaal
"Paris, je t'aime",382,Bob Hoskins
Resurrecting the Champ,2231,Samuel L. Jackson
Resurrecting the Champ,2299,Josh Hartnett
Admission,22226,Paul Rudd
Admission,3968,Michael Sheen
Admission,12900,Wallace Shawn
Chloe,1231,Julianne Moore
Chloe,3896,Liam Neeson
Chloe,71070,Amanda Seyfried
Faithful,2954,Jeffrey Wright
Faithful,19,Allison Janney
Find Me Guilty,12835,Vin Diesel
The Perks of Being a Wallflower,22226,Paul Rudd
The Perks of Being a Wallflower,3234,Joan Cusack
The Perks of Being a Wallflower,15091,Melanie Lynskey
Excessive Force,15152,James Earl Jones
Infamous,10205,Sigourney Weaver
Infamous,13014,Toby Jones
Infamous,12052,Gwyneth Paltrow
Infamous,18277,Sandra Bullock
Infamous,8447,Jeff Daniels
Infamous,8784,Daniel Craig
Infamous,15250,Hope Davis
The Claim,63,Milla Jovovich
The Vatican Tapes,454,Michael Peña
The Vatican Tapes,938,Djimon Hounsou
In the Land of Blood and Honey,1118,Rade Serbedzija
The Call,4587,Halle Berry
The Call,17140,Abigail Breslin
The Call,9779,Morris Chestnut
Operation Chromite,3896,Liam Neeson
I Love You Phillip Morris,206,Jim Carrey
I Love You Phillip Morris,3061,Ewan McGregor
I Love You Phillip Morris,41087,Leslie Mann
Quest for Fire,2372,Ron Perlman
Antwone Fisher,5292,Denzel Washington
Antwone Fisher,19492,Viola Davis
The Emperor's Club,8945,Kevin Kline
The Emperor's Club,44735,Jesse Eisenberg
True Romance,2224,Christian Slater
True Romance,4688,Michael Rapaport
True Romance,64,Gary Oldman
True Romance,2778,Dennis Hopper
True Romance,4690,Christopher Walken
True Romance,287,Brad Pitt
True Romance,2231,Samuel L. Jackson
True Romance,4691,James Gandolfini
True Romance,5576,Val Kilmer
Glengarry Glen Ross,1158,Al Pacino
Glengarry Glen Ross,7447,Alec Baldwin
Glengarry Glen Ross,1903,Alan Arkin
Glengarry Glen Ross,228,Ed Harris
Glengarry Glen Ross,1979,Kevin Spacey
Glengarry Glen Ross,378,Jonathan Pryce
The Killer Inside Me,1893,Casey Affleck
The Killer Inside Me,11661,Kate Hudson
The Killer Inside Me,56731,Jessica Alba
The Killer Inside Me,8984,Bill Pullman
The Killer Inside Me,13550,Elias Koteas
Cat People,56890,Malcolm McDowell
Cat People,11512,John Heard
Lars and the Real Girl,30614,Ryan Gosling
Lars and the Real Girl,1246,Emily Mortimer
Lars and the Real Girl,1276,Patricia Clarkson
The Boy in the Striped Pyjamas,11207,David Thewlis
Dancer in the Dark,52,David Morse
Dancer in the Dark,53,Peter Stormare
Dancer in the Dark,6751,Siobhan Fallon
Dancer in the Dark,1640,Stellan Skarsgård
Oscar and Lucinda,5469,Ralph Fiennes
Oscar and Lucinda,112,Cate Blanchett
Oscar and Lucinda,8785,Ciarán Hinds
Oscar and Lucinda,207,Tom Wilkinson
The Funeral,4690,Christopher Walken
The Funeral,1121,Benicio del Toro
Solitary Man,3392,Michael Douglas
Solitary Man,518,Danny DeVito
Solitary Man,44735,Jesse Eisenberg
Solitary Man,4038,Susan Sarandon
Solitary Man,31028,Richard Schiff
Machete,11160,Danny Trejo
Machete,56731,Jessica Alba
Machete,380,Robert De Niro
Machete,11159,Cheech Marin
Machete,74242,Shea Whigham
Casino Jack,1979,Kevin Spacey
Casino Jack,12834,Barry Pepper
Casino Jack,16165,Jon Lovitz
The Perfect Game,5365,Clifton Collins Jr
The Perfect Game,11159,Cheech Marin
The Perfect Game,14888,Bruce McGill
The Perfect Game,28638,David Koechner
The Exorcist,2201,Max von Sydow
American Pie,57599,Seann William Scott
American Pie,26510,Eugene Levy
American Pie,8211,Mena Suvari
American Pie,38334,Jennifer Coolidge
American Pie,68842,John Cho
The Golden Child,776,Eddie Murphy
The Golden Child,4391,Charles Dance
The Golden Child,20904,James Hong
Think Like a Man,55638,Kevin Hart
Think Like a Man,17773,Gabrielle Union
Barbershop,9778,Ice Cube
Barbershop,18471,Anthony Anderson
Barbershop,5726,Cedric the Entertainer
Barbershop,65827,Keith David
Star Trek II: The Wrath of Khan,1748,William Shatner
Ace Ventura: Pet Detective,206,Jim Carrey
WarGames,4756,Matthew Broderick
WarGames,147,Michael Madsen
Witness,3,Harrison Ford
Witness,2047,Danny Glover
Witness,110,Viggo Mortensen
Step Up,38673,Channing Tatum
Beavis and Butt-Head Do America,62,Bruce Willis
Beavis and Butt-Head Do America,3416,Demi Moore
Beavis and Butt-Head Do America,9599,Cloris Leachman
Beavis and Butt-Head Do America,17141,Greg Kinnear
Jackie Brown,2231,Samuel L. Jackson
Jackie Brown,5694,Robert Forster
Jackie Brown,2232,Michael Keaton
Jackie Brown,380,Robert De Niro
Harold & Kumar Escape from Guantanamo Bay,68842,John Cho
Harold & Kumar Escape from Guantanamo Bay,41686,Neil Patrick Harris
Harold & Kumar Escape from Guantanamo Bay,52997,Rob Corddry
Harold & Kumar Escape from Guantanamo Bay,1294,Missi Pyle
Yentl,6199,Miriam Margolyes
Time Bandits,738,Sean Connery
Time Bandits,8930,John Cleese
Time Bandits,65,Ian Holm
Time Bandits,388,Jim Broadbent
Crossroads,8691,Zoe Saldana
Crossroads,707,Dan Aykroyd
Crossroads,15033,Justin Long
One Hour Photo,2157,Robin Williams
One Hour Photo,9048,Clark Gregg
Quarantine,1118,Rade Serbedzija
Quarantine,81681,Denis O'Hare
The Eye,56731,Jessica Alba
The Eye,7489,Parker Posey
The Eye,1118,Rade Serbedzija
The Eye,56734,Chloë Grace Moretz
Johnson Family Vacation,5726,Cedric the Entertainer
How High,51944,Mike Epps
How High,20753,Fred Willard
The Muppet Christmas Carol,3895,Michael Caine
Frida,3136,Salma Hayek
Frida,658,Alfred Molina
Frida,15852,Ashley Judd
Frida,3131,Antonio Banderas
Frida,819,Edward Norton
Frida,118,Geoffrey Rush
The Fault in Our Stars,5293,Willem Dafoe
Rounders,1892,Matt Damon
Rounders,1241,John Turturro
Rounders,819,Edward Norton
Rounders,6949,John Malkovich
Rounders,10696,Famke Janssen
Rounders,2641,Martin Landau
Top Five,2632,Chris Rock
Top Five,5916,Rosario Dawson
Top Five,17773,Gabrielle Union
Top Five,5726,Cedric the Entertainer
Top Five,55638,Kevin Hart
Top Five,19292,Adam Sandler
Top Five,2395,Whoopi Goldberg
Stir of Echoes,4724,Kevin Bacon
Philomena,5309,Judi Dench
Philomena,4581,Steve Coogan
The Upside of Anger,1269,Kevin Costner
My Baby's Daddy,18471,Anthony Anderson
Tales from the Crypt: Demon Knight,6573,William Sadler
Tales from the Crypt: Demon Knight,9575,Jada Pinkett Smith
Tales from the Crypt: Demon Knight,19159,Thomas Haden Church
Max Keeble's Big Move,1211,Larry Miller
Young Adult,6885,Charlize Theron
Young Adult,17178,Patrick Wilson
Young Adult,18999,J.K. Simmons
Crank,976,Jason Statham
Def Jam's How to Be a Player,1897,Bernie Mac
Living Out Loud,518,Danny DeVito
Living Out Loud,15758,Queen Latifah
Living Out Loud,31028,Richard Schiff
Living Out Loud,13550,Elias Koteas
Just Wright,15758,Queen Latifah
Rachel Getting Married,1813,Anne Hathaway
The Postman Always Rings Twice,514,Jack Nicholson
The Postman Always Rings Twice,1062,Christopher Lloyd
Girl with a Pearl Earring,1245,Scarlett Johansson
Girl with a Pearl Earring,5472,Colin Firth
Girl with a Pearl Earring,2037,Cillian Murphy
Girl with a Pearl Earring,207,Tom Wilkinson
About Time,53714,Rachel McAdams
About Time,2440,Bill Nighy
Arbitrage,1205,Richard Gere
Arbitrage,4038,Susan Sarandon
Arbitrage,3129,Tim Roth
Cadillac Records,2954,Jeffrey Wright
Cadillac Records,17773,Gabrielle Union
Cadillac Records,5726,Cedric the Entertainer
Screwed,518,Danny DeVito
Fortress,5365,Clifton Collins Jr
For Your Consideration,11514,Catherine O'Hara
For Your Consideration,7489,Parker Posey
For Your Consideration,8265,John Michael Higgins
For Your Consideration,26510,Eugene Levy
For Your Consideration,43775,Jane Lynch
For Your Consideration,20753,Fred Willard
For Your Consideration,38334,Jennifer Coolidge
For Your Consideration,12438,Bob Balaban
Celebrity,6193,Leonardo DiCaprio
Celebrity,6885,Charlize Theron
Celebrity,1920,Winona Ryder
Celebrity,10696,Famke Janssen
Celebrity,5587,Hank Azaria
Celebrity,19,Allison Janney
Celebrity,6807,Sam Rockwell
Running with Scissors,1248,Brian Cox
Running with Scissors,7447,Alec Baldwin
Running with Scissors,12052,Gwyneth Paltrow
Running with Scissors,17773,Gabrielle Union
Running with Scissors,17178,Patrick Wilson
Running with Scissors,13023,Colleen Camp
Girl 6,1241,John Turturro
In the Cut,103,Mark Ruffalo
In the Cut,4724,Kevin Bacon
Two Lovers,73421,Joaquin Phoenix
Two Lovers,12052,Gwyneth Paltrow
Two Lovers,13550,Elias Koteas
Last Orders,3895,Michael Caine
Last Orders,382,Bob Hoskins
Last Orders,15735,Helen Mirren
Last Orders,5538,Ray Winstone
The Pursuit of D.B. Cooper,3087,Robert Duvall
Ravenous,529,Guy Pearce
Charlie Bartlett,21028,Anton Yelchin
Charlie Bartlett,3223,Robert Downey Jr.
Charlie Bartlett,15250,Hope Davis
The Dangerous Lives of Altar Boys,7132,Vincent D'Onofrio
The Dangerous Lives of Altar Boys,20089,Jena Malone
Stoker,2227,Nicole Kidman
Stoker,20212,Dermot Mulroney
Married Life,2955,Chris Cooper
Married Life,517,Pierce Brosnan
Married Life,1276,Patricia Clarkson
Married Life,53714,Rachel McAdams
Duma,15250,Hope Davis
Ondine,72466,Colin Farrell
Welcome to Collinwood,3905,William H. Macy
Welcome to Collinwood,6807,Sam Rockwell
Welcome to Collinwood,40481,Luis Guzmán
Welcome to Collinwood,1461,George Clooney
Welcome to Collinwood,1276,Patricia Clarkson
Welcome to Collinwood,17773,Gabrielle Union
Critical Care,15735,Helen Mirren
Critical Care,12900,Wallace Shawn
Critical Care,2954,Jeffrey Wright
Critical Care,452,Margo Martindale
The Life Before Her Eyes,25072,Oscar Isaac
Darling Companion,3092,Diane Keaton
Darling Companion,8945,Kevin Kline
Darling Companion,9880,Sam Shepard
Darling Companion,28633,Richard Jenkins
Trade,8945,Kevin Kline
Fateless,8784,Daniel Craig
Breakfast of Champions,62,Bruce Willis
Breakfast of Champions,1733,Nick Nolte
Breakfast of Champions,887,Owen Wilson
Breakfast of Champions,883,Will Patton
Breakfast of Champions,61981,Michael Clarke Duncan
Cypher,140,Lucy Liu
Legend of a Rabbit,61981,Michael Clarke Duncan
5 Days of War,5576,Val Kilmer
5 Days of War,1271,Andy García
5 Days of War,1118,Rade Serbedzija
Heaven is for Real,17141,Greg Kinnear
Heaven is for Real,19159,Thomas Haden Church
Snatch,976,Jason Statham
Snatch,287,Brad Pitt
Snatch,1121,Benicio del Toro
Snatch,1118,Rade Serbedzija
Snatch,973,Jason Flemyng
The Cry of the Owl,12041,Julia Stiles
Star Wars,3,Harrison Ford
Star Wars,15152,James Earl Jones
Dirty Grandpa,380,Robert De Niro
Dirty Grandpa,20212,Dermot Mulroney
Dirty Grandpa,2047,Danny Glover
Trash,8349,Martin Sheen
The Fighter,13240,Mark Wahlberg
The Fighter,3894,Christian Bale
The Fighter,9273,Amy Adams
The Fighter,6832,Melissa Leo
Jackass Number Two,9656,Johnny Knoxville
My Cousin Vinny,3141,Marisa Tomei
My Cousin Vinny,14888,Bruce McGill
My Cousin Vinny,8986,James Rebhorn
If I Stay,56734,Chloë Grace Moretz
Drive Hard,11155,Thomas Jane
Drive Hard,3036,John Cusack
Major League,6952,Charlie Sheen
St. Trinian's,5472,Colin Firth
St. Trinian's,17286,Lena Headey
St. Trinian's,13014,Toby Jones
Phone Booth,72466,Colin Farrell
Phone Booth,2628,Kiefer Sutherland
Phone Booth,2178,Forest Whitaker
Phone Booth,3897,Katie Holmes
Phone Booth,11107,Ben Foster
Dead Man Walking,4038,Susan Sarandon
Dead Man Walking,2228,Sean Penn
Dead Man Walking,1989,Celia Weston
Dead Man Walking,452,Margo Martindale
Dead Man Walking,70851,Jack Black
Dead Man Walking,133,Peter Sarsgaard
Cruel Intentions,11864,Ryan Phillippe
Cruel Intentions,368,Reese Witherspoon
History of the World: Part I,9599,Cloris Leachman
The Secret Life of Bees,501,Dakota Fanning
The Secret Life of Bees,15758,Queen Latifah
The Secret Life of Bees,6162,Paul Bettany
Raising Cain,12074,John Lithgow
F.I.S.T.,16483,Sylvester Stallone
F.I.S.T.,14888,Bruce McGill
Brooklyn,388,Jim Broadbent
Out Cold,58225,Zach Galifianakis
Out Cold,28638,David Koechner
The Ladies Man,23659,Will Ferrell
The Ladies Man,26510,Eugene Levy
The Ladies Man,1231,Julianne Moore
Quartet,10978,Maggie Smith
Quartet,5658,Michael Gambon
Tomcats,501,Dakota Fanning
Frailty,2053,Bill Paxton
Frailty,10297,Matthew McConaughey
Woman in Gold,15735,Helen Mirren
Woman in Gold,10859,Ryan Reynolds
Woman in Gold,3897,Katie Holmes
Woman in Gold,4391,Charles Dance
Woman in Gold,378,Jonathan Pryce
Kinsey,3896,Liam Neeson
Kinsey,350,Laura Linney
Kinsey,133,Peter Sarsgaard
Kinsey,12074,John Lithgow
Kinsey,19152,Dylan Baker
Kinsey,6573,William Sadler
Kinsey,17485,Oliver Platt
Kinsey,17697,John Krasinski
Army of Darkness,11357,Bruce Campbell
Slackers,6941,Cameron Diaz
What's Eating Gilbert Grape,85,Johnny Depp
What's Eating Gilbert Grape,6193,Leonardo DiCaprio
What's Eating Gilbert Grape,2453,Mary Steenburgen
What's Eating Gilbert Grape,4764,John C. Reilly
What's Eating Gilbert Grape,1064,Crispin Glover
The Visual Bible: The Gospel of John,290,Christopher Plummer
Vera Drake,11356,Imelda Staunton
Vera Drake,1665,Eddie Marsan
Vera Drake,388,Jim Broadbent
The Guru,3141,Marisa Tomei
The Guru,21127,Bobby Cannavale
The Perez Family,3141,Marisa Tomei
The Perez Family,658,Alfred Molina
Inside Llewyn Davis,25072,Oscar Isaac
Inside Llewyn Davis,1230,John Goodman
O,2299,Josh Hartnett
O,12041,Julia Stiles
O,8349,Martin Sheen
O,11512,John Heard
Return to the Blue Lagoon,63,Milla Jovovich
The Molly Maguires,738,Sean Connery
Romance & Cigarettes,4691,James Gandolfini
Romance & Cigarettes,4038,Susan Sarandon
Romance & Cigarettes,204,Kate Winslet
Romance & Cigarettes,884,Steve Buscemi
Romance & Cigarettes,4690,Christopher Walken
Romance & Cigarettes,21127,Bobby Cannavale
Romance & Cigarettes,1241,John Turturro
Copying Beethoven,228,Ed Harris
Brighton Rock,1333,Andy Serkis
Brighton Rock,15735,Helen Mirren
Brighton Rock,5049,John Hurt
LOL,3416,Demi Moore
LOL,11155,Thomas Jane
Jindabyne,350,Laura Linney
Jindabyne,5168,Gabriel Byrne
An Ideal Husband,112,Cate Blanchett
An Ideal Husband,1231,Julianne Moore
The Last Days on Mars,23626,Liev Schreiber
The Last Days on Mars,13550,Elias Koteas
Darkness,10690,Anna Paquin
E.T. the Extra-Terrestrial,69597,Drew Barrymore
In the Land of Women,37917,Kristen Stewart
In the Land of Women,9048,Clark Gregg
The Blue Butterfly,227,William Hurt
There Goes My Baby,20212,Dermot Mulroney
September Dawn,10127,Jon Voight
September Dawn,28641,Terence Stamp
For Greater Glory - The True Story of Cristiada,1271,Andy García
For Greater Glory - The True Story of Cristiada,25072,Oscar Isaac
Good Will Hunting,2157,Robin Williams
Good Will Hunting,1892,Matt Damon
Good Will Hunting,880,Ben Affleck
Good Will Hunting,1640,Stellan Skarsgård
Good Will Hunting,1893,Casey Affleck
Misconduct,12041,Julia Stiles
Misconduct,1158,Al Pacino
Misconduct,4173,Anthony Hopkins
Stripes,1532,Bill Murray
Stripes,2053,Bill Paxton
Bring It On,205,Kirsten Dunst
Bring It On,17773,Gabrielle Union
She's All That,26457,Matthew Lillard
She's All That,8167,Paul Walker
She's All That,10690,Anna Paquin
She's All That,7166,Kevin Pollak
She's All That,17773,Gabrielle Union
White Noise,2232,Michael Keaton
The Color of Money,500,Tom Cruise
The Color of Money,1241,John Turturro
The Color of Money,8854,Bill Cobbs
The Longest Day,738,Sean Connery
The Grudge,8984,Bill Pullman
Happy Gilmore,19292,Adam Sandler
Happy Gilmore,7399,Ben Stiller
Happy Gilmore,4443,Christopher McDonald
Jeepers Creepers,15033,Justin Long
Bill & Ted's Excellent Adventure,6384,Keanu Reeves
The Best Exotic Marigold Hotel,2440,Bill Nighy
The Best Exotic Marigold Hotel,10978,Maggie Smith
The Best Exotic Marigold Hotel,207,Tom Wilkinson
The Best Exotic Marigold Hotel,5309,Judi Dench
Mad Max Beyond Thunderdome,2461,Mel Gibson
Commando,1100,Arnold Schwarzenegger
Commando,6486,Dan Hedaya
Commando,2053,Bill Paxton
Friday After Next,9778,Ice Cube
Friday After Next,51944,Mike Epps
Friday After Next,53256,Terry Crews
Insidious: Chapter 3,20212,Dermot Mulroney
Insidious: Chapter 3,7401,Lin Shaye
The Last Dragon,3905,William H. Macy
The Lawnmower Man,517,Pierce Brosnan
Nick and Norah's Infinite Playlist,68842,John Cho
Dogma,880,Ben Affleck
Dogma,1892,Matt Damon
Dogma,2632,Chris Rock
Dogma,4566,Alan Rickman
Dogma,11662,Jason Lee
Dogma,3136,Salma Hayek
The Banger Sisters,4038,Susan Sarandon
The Banger Sisters,118,Geoffrey Rush
Twilight Zone: The Movie,12074,John Lithgow
Twilight Zone: The Movie,707,Dan Aykroyd
Road House,16431,Sam Elliott
Road House,65827,Keith David
A Low Down Dirty Shame,9575,Jada Pinkett Smith
Swimfan,6486,Dan Hedaya
Can't Hardly Wait,13922,Seth Green
Can't Hardly Wait,33654,Breckin Meyer
The Outsiders,500,Tom Cruise
Pete's Dragon,1372,Karl Urban
The Dead Zone,4690,Christopher Walken
The Dead Zone,8349,Martin Sheen
Sparkle,51944,Mike Epps
The Fourth Kind,63,Milla Jovovich
The Fourth Kind,883,Will Patton
The Fourth Kind,13550,Elias Koteas
A Prairie Home Companion,5064,Meryl Streep
A Prairie Home Companion,57755,Woody Harrelson
A Prairie Home Companion,4764,John C. Reilly
A Prairie Home Companion,8945,Kevin Kline
A Prairie Home Companion,2176,Tommy Lee Jones
A Prairie Home Companion,52792,Maya Rudolph
Roll Bounce,51944,Mike Epps
Rushmore,1532,Bill Murray
Rushmore,1248,Brian Cox
Rushmore,36422,Luke Wilson
The Second Best Exotic Marigold Hotel,5309,Judi Dench
The Second Best Exotic Marigold Hotel,1205,Richard Gere
The Second Best Exotic Marigold Hotel,10978,Maggie Smith
The Second Best Exotic Marigold Hotel,2440,Bill Nighy
The Second Best Exotic Marigold Hotel,11064,David Strathairn
Kit Kittredge: An American Girl,17140,Abigail Breslin
Kit Kittredge: An American Girl,2283,Stanley Tucci
Kit Kittredge: An American Girl,3234,Joan Cusack
Kit Kittredge: An American Girl,12900,Wallace Shawn
Mo' Better Blues,5292,Denzel Washington
Mo' Better Blues,4808,Giancarlo Esposito
Mo' Better Blues,1241,John Turturro
Mo' Better Blues,2231,Samuel L. Jackson
Tremors,4724,Kevin Bacon
The Long Riders,6065,Dennis Quaid
The Long Riders,1736,James Remar
The Corruptor,13240,Mark Wahlberg
The Corruptor,1248,Brian Cox
Mud,10297,Matthew McConaughey
Mud,9880,Sam Shepard
Mud,368,Reese Witherspoon
Mud,335,Michael Shannon
Reno 911!: Miami,518,Danny DeVito
Reno 911!: Miami,28638,David Koechner
Reno 911!: Miami,539,Thomas Lennon
"The Goods: Live Hard, Sell Hard",12799,Jeremy Piven
"The Goods: Live Hard, Sell Hard",10182,Ving Rhames
"The Goods: Live Hard, Sell Hard",28638,David Koechner
"The Goods: Live Hard, Sell Hard",17696,Kathryn Hahn
"The Goods: Live Hard, Sell Hard",83586,Ken Jeong
"The Goods: Live Hard, Sell Hard",71403,Rob Riggle
"The Goods: Live Hard, Sell Hard",23659,Will Ferrell
Hey Arnold! The Movie,7004,Paul Sorvino
Hey Arnold! The Movie,1062,Christopher Lloyd
My Week with Marilyn,5309,Judi Dench
My Week with Marilyn,13014,Toby Jones
The Matador,517,Pierce Brosnan
The Matador,17141,Greg Kinnear
The Matador,15250,Hope Davis
The Matador,36801,Adam Scott
The Matador,4492,Philip Baker Hall
Love Jones,9781,Nia Long
The Gift,23532,Jason Bateman
Get Over It,205,Kirsten Dunst
Get Over It,11107,Ben Foster
Get Over It,8691,Zoe Saldana
Office Space,4491,Jennifer Aniston
Office Space,17401,Stephen Root
Office Space,18262,Richard Riehle
Office Space,11885,John C. McGinley
Drop Dead Gorgeous,205,Kirsten Dunst
Drop Dead Gorgeous,9273,Amy Adams
Drop Dead Gorgeous,19,Allison Janney
Drop Dead Gorgeous,328,Brittany Murphy
Drop Dead Gorgeous,539,Thomas Lennon
Big Eyes,9273,Amy Adams
Big Eyes,6413,Danny Huston
Big Eyes,28641,Terence Stamp
Very Bad Things,15277,Jon Favreau
Very Bad Things,6941,Cameron Diaz
Very Bad Things,2224,Christian Slater
Very Bad Things,12799,Jeremy Piven
Sleepover,43775,Jane Lynch
Sleepover,4495,Steve Carell
MacGruber,41091,Kristen Wiig
MacGruber,5576,Val Kilmer
MacGruber,11864,Ryan Phillippe
MacGruber,52792,Maya Rudolph
Dirty Pretty Things,5294,Chiwetel Ejiofor
Movie 43,1772,Anna Faris
Movie 43,4587,Halle Berry
Movie 43,204,Kate Winslet
Movie 43,6968,Hugh Jackman
Movie 43,1205,Richard Gere
Movie 43,17276,Gerard Butler
Movie 43,9281,Elizabeth Banks
Movie 43,3489,Naomi Watts
Movie 43,6065,Dennis Quaid
Movie 43,17141,Greg Kinnear
Over Her Dead Body,22226,Paul Rudd
Over Her Dead Body,17401,Stephen Root
Seeking a Friend for the End of the World,4495,Steve Carell
Seeking a Friend for the End of the World,116,Keira Knightley
Seeking a Friend for the End of the World,52997,Rob Corddry
Seeking a Friend for the End of the World,15091,Melanie Lynskey
Cedar Rapids,10205,Sigourney Weaver
Cedar Rapids,4764,John C. Reilly
Cedar Rapids,52997,Rob Corddry
Cedar Rapids,17401,Stephen Root
Cedar Rapids,539,Thomas Lennon
American History X,819,Edward Norton
The Collection,4443,Christopher McDonald
Teacher's Pet,12900,Wallace Shawn
The Red Violin,973,Jason Flemyng
The Straight Story,5048,Harry Dean Stanton
Deuces Wild,17051,James Franco
Deuces Wild,9656,Johnny Knoxville
Bad Words,23532,Jason Bateman
Bad Words,17696,Kathryn Hahn
Bad Words,4492,Philip Baker Hall
Bad Words,19,Allison Janney
Bad Words,5151,Beth Grant
"Run, Fatboy, Run",11108,Simon Pegg
"Run, Fatboy, Run",5587,Hank Azaria
Black or White,1269,Kevin Costner
Black or White,6944,Octavia Spencer
Black or White,53650,Anthony Mackie
Rescue Dawn,3894,Christian Bale
Rescue Dawn,18324,Steve Zahn
Danny Collins,1158,Al Pacino
